ID,证券代码,日期,开盘价,最高价,最低价,收盘价,结算价,成交量,持仓量
87,PP.DCE,2019/05/15,8160.0000,8247.0000,8115.0000,8222.0000,8192.0000,607916.0000,605376.0000
88,PP.DCE,2019/05/16,8225.0000,8333.0000,8185.0000,8304.0000,8278.0000,689878.0000,611788.0000
89,PP.DCE,2019/05/17,8300.0000,8350.0000,8220.0000,8304.0000,8277.0000,778784.0000,621198.0000
90,PP.DCE,2019/05/20,8307.0000,8420.0000,8273.0000,8382.0000,8348.0000,786236.0000,601840.0000
91,PP.DCE,2019/05/21,8400.0000,8482.0000,8360.0000,8478.0000,8432.0000,641680.0000,592110.0000
92,PP.DCE,2019/05/22,8470.0000,8478.0000,8341.0000,8402.0000,8410.0000,735954.0000,584372.0000
93,PP.DCE,2019/05/23,8396.0000,8396.0000,8256.0000,8264.0000,8323.0000,635272.0000,594432.0000
94,PP.DCE,2019/05/24,8240.0000,8280.0000,8151.0000,8227.0000,8212.0000,728194.0000,594722.0000
95,PP.DCE,2019/05/27,8227.0000,8275.0000,8183.0000,8193.0000,8226.0000,583754.0000,594654.0000
96,PP.DCE,2019/05/28,8200.0000,8296.0000,8158.0000,8281.0000,8230.0000,679720.0000,600942.0000
97,PP.DCE,2019/05/29,8287.0000,8395.0000,8261.0000,8354.0000,8346.0000,742896.0000,574942.0000
98,PP.DCE,2019/05/30,8330.0000,8355.0000,8247.0000,8248.0000,8303.0000,606490.0000,563404.0000
99,PP.DCE,2019/05/31,8230.0000,8292.0000,8197.0000,8215.0000,8237.0000,542718.0000,574528.0000
100,PP.DCE,2019/06/03,8150.0000,8191.0000,7988.0000,8057.0000,8080.0000,1038688.0000,628140.0000
101,PP.DCE,2019/06/04,8095.0000,8114.0000,7915.0000,8022.0000,7987.0000,1000492.0000,659534.0000
102,PP.DCE,2019/06/05,8028.0000,8048.0000,7917.0000,7925.0000,7981.0000,996588.0000,716842.0000
103,PP.DCE,2019/06/06,7900.0000,8045.0000,7811.0000,8018.0000,7929.0000,1435010.0000,680254.0000
104,PP.DCE,2019/06/10,8129.0000,8135.0000,8015.0000,8038.0000,8063.0000,637388.0000,662186.0000
105,PP.DCE,2019/06/11,8038.0000,8100.0000,7963.0000,8062.0000,8029.0000,854284.0000,655340.0000
106,PP.DCE,2019/06/12,8067.0000,8094.0000,7949.0000,7951.0000,8008.0000,709180.0000,669036.0000
107,PP.DCE,2019/06/13,7936.0000,8084.0000,7935.0000,8045.0000,8010.0000,804902.0000,664018.0000
108,PP.DCE,2019/06/14,8060.0000,8088.0000,7970.0000,8000.0000,8032.0000,667052.0000,658936.0000
109,PP.DCE,2019/06/17,8019.0000,8066.0000,7963.0000,8015.0000,8024.0000,562278.0000,662530.0000
110,PP.DCE,2019/06/18,8002.0000,8077.0000,7990.0000,8058.0000,8029.0000,677790.0000,653610.0000
111,PP.DCE,2019/06/19,8081.0000,8209.0000,8042.0000,8182.0000,8149.0000,878410.0000,640538.0000
112,PP.DCE,2019/06/20,8176.0000,8346.0000,8146.0000,8334.0000,8256.0000,859630.0000,656226.0000
113,PP.DCE,2019/06/21,8320.0000,8378.0000,8261.0000,8315.0000,8317.0000,745140.0000,631924.0000
114,PP.DCE,2019/06/24,8315.0000,8395.0000,8295.0000,8382.0000,8344.0000,639502.0000,618760.0000
115,PP.DCE,2019/06/25,8384.0000,8455.0000,8323.0000,8351.0000,8393.0000,836050.0000,598340.0000
116,PP.DCE,2019/06/26,8355.0000,8476.0000,8310.0000,8466.0000,8399.0000,801058.0000,628794.0000
117,PP.DCE,2019/06/27,8478.0000,8514.0000,8353.0000,8373.0000,8439.0000,892074.0000,592816.0000
118,PP.DCE,2019/06/28,8373.0000,8430.0000,8321.0000,8387.0000,8386.0000,804002.0000,584182.0000
119,PP.DCE,2019/07/01,8400.0000,8548.0000,8367.0000,8543.0000,8478.0000,813804.0000,624090.0000
120,PP.DCE,2019/07/02,8551.0000,8817.0000,8481.0000,8817.0000,8627.0000,1179196.0000,618598.0000
121,PP.DCE,2019/07/03,8850.0000,8994.0000,8657.0000,8853.0000,8835.0000,1824314.0000,581080.0000
122,PP.DCE,2019/07/04,8880.0000,8913.0000,8556.0000,8715.0000,8755.0000,1809134.0000,550768.0000
123,PP.DCE,2019/07/05,8703.0000,8798.0000,8664.0000,8775.0000,8725.0000,1200940.0000,536882.0000
124,PP.DCE,2019/07/08,8771.0000,8937.0000,8750.0000,8872.0000,8824.0000,1285144.0000,555416.0000
125,PP.DCE,2019/07/09,8878.0000,8982.0000,8701.0000,8804.0000,8863.0000,1601708.0000,551754.0000
126,PP.DCE,2019/07/10,8806.0000,8888.0000,8725.0000,8878.0000,8792.0000,1356570.0000,572578.0000
127,PP.DCE,2019/07/11,8905.0000,8935.0000,8760.0000,8781.0000,8813.0000,1355000.0000,546056.0000
128,PP.DCE,2019/07/12,8760.0000,8792.0000,8610.0000,8654.0000,8701.0000,1253052.0000,526840.0000
129,PP.DCE,2019/07/15,8654.0000,8857.0000,8652.0000,8846.0000,8748.0000,1293812.0000,582692.0000
130,PP.DCE,2019/07/16,8850.0000,8850.0000,8739.0000,8789.0000,8790.0000,912046.0000,536676.0000
131,PP.DCE,2019/07/17,8790.0000,8880.0000,8653.0000,8706.0000,8735.0000,1151564.0000,486294.0000
132,PP.DCE,2019/07/18,8713.0000,8732.0000,8573.0000,8614.0000,8656.0000,1048644.0000,453162.0000
133,PP.DCE,2019/07/19,8622.0000,8674.0000,8556.0000,8618.0000,8613.0000,810254.0000,433168.0000
134,PP.DCE,2019/07/22,8635.0000,8670.0000,8524.0000,8614.0000,8614.0000,1046480.0000,417386.0000
135,PP.DCE,2019/07/23,8630.0000,8717.0000,8592.0000,8689.0000,8662.0000,956958.0000,436738.0000
136,PP.DCE,2019/07/24,8682.0000,8746.0000,8563.0000,8622.0000,8645.0000,1088494.0000,421888.0000
137,PP.DCE,2019/07/25,8622.0000,8642.0000,8545.0000,8588.0000,8591.0000,804062.0000,425508.0000
138,PP.DCE,2019/07/26,8613.0000,8715.0000,8569.0000,8652.0000,8661.0000,1042774.0000,425202.0000
139,PP.DCE,2019/07/29,8632.0000,8694.0000,8577.0000,8685.0000,8634.0000,825316.0000,450182.0000
140,PP.DCE,2019/07/30,8682.0000,8836.0000,8663.0000,8700.0000,8748.0000,1088762.0000,438692.0000
141,PP.DCE,2019/07/31,8690.0000,8704.0000,8564.0000,8594.0000,8632.0000,1078412.0000,398116.0000
142,PP.DCE,2019/08/01,8201.0000,8305.0000,8201.0000,8295.0000,8267.0000,246820.0000,445990.0000
143,PP.DCE,2019/08/02,8300.0000,8305.0000,8148.0000,8204.0000,8228.0000,306308.0000,450944.0000
144,PP.DCE,2019/08/05,8198.0000,8230.0000,7997.0000,8016.0000,8088.0000,491344.0000,486330.0000
145,PP.DCE,2019/08/06,8016.0000,8116.0000,8004.0000,8077.0000,8056.0000,358100.0000,476132.0000
146,PP.DCE,2019/08/07,8078.0000,8128.0000,8033.0000,8058.0000,8085.0000,395816.0000,512548.0000
147,PP.DCE,2019/08/08,8050.0000,8097.0000,7932.0000,8055.0000,8013.0000,862208.0000,555162.0000
148,PP.DCE,2019/08/09,8064.0000,8172.0000,8034.0000,8163.0000,8103.0000,750822.0000,547842.0000
149,PP.DCE,2019/08/12,8163.0000,8236.0000,8125.0000,8168.0000,8178.0000,721204.0000,558566.0000
150,PP.DCE,2019/08/13,8150.0000,8179.0000,8095.0000,8150.0000,8142.0000,611818.0000,576134.0000
151,PP.DCE,2019/08/14,8143.0000,8255.0000,8123.0000,8184.0000,8191.0000,872016.0000,583590.0000
152,PP.DCE,2019/08/15,8170.0000,8175.0000,8070.0000,8129.0000,8120.0000,714100.0000,616924.0000
153,PP.DCE,2019/08/16,8124.0000,8185.0000,8105.0000,8134.0000,8146.0000,667292.0000,607326.0000
154,PP.DCE,2019/08/19,8142.0000,8175.0000,8107.0000,8128.0000,8140.0000,561930.0000,632116.0000
155,PP.DCE,2019/08/20,8128.0000,8273.0000,8120.0000,8189.0000,8210.0000,1227026.0000,677814.0000
156,PP.DCE,2019/08/21,8185.0000,8195.0000,8092.0000,8116.0000,8150.0000,893860.0000,681116.0000
157,PP.DCE,2019/08/22,8117.0000,8147.0000,8010.0000,8022.0000,8077.0000,888826.0000,736110.0000
158,PP.DCE,2019/08/23,8033.0000,8045.0000,7868.0000,7905.0000,7934.0000,1334992.0000,765788.0000
159,PP.DCE,2019/08/26,7850.0000,7988.0000,7825.0000,7909.0000,7922.0000,1073350.0000,735220.0000
160,PP.DCE,2019/08/27,7932.0000,7959.0000,7859.0000,7868.0000,7907.0000,702340.0000,749964.0000
161,PP.DCE,2019/08/28,7882.0000,7925.0000,7810.0000,7833.0000,7871.0000,809724.0000,762624.0000
162,PP.DCE,2019/08/29,7840.0000,7893.0000,7763.0000,7787.0000,7828.0000,1032882.0000,803756.0000
163,PP.DCE,2019/08/30,7800.0000,7942.0000,7800.0000,7939.0000,7885.0000,977128.0000,763122.0000
164,PP.DCE,2019/09/02,7938.0000,7999.0000,7902.0000,7997.0000,7956.0000,829604.0000,746782.0000
165,PP.DCE,2019/09/03,7992.0000,8017.0000,7937.0000,7978.0000,7975.0000,663998.0000,727556.0000
166,PP.DCE,2019/09/04,7958.0000,8080.0000,7955.0000,8074.0000,8022.0000,720912.0000,729024.0000
167,PP.DCE,2019/09/05,8095.0000,8170.0000,8057.0000,8077.0000,8118.0000,1017074.0000,775484.0000
168,PP.DCE,2019/09/06,8091.0000,8142.0000,8038.0000,8066.0000,8090.0000,739030.0000,771350.0000
169,PP.DCE,2019/09/09,8056.0000,8185.0000,8013.0000,8181.0000,8101.0000,954702.0000,786148.0000
170,PP.DCE,2019/09/10,8181.0000,8185.0000,8072.0000,8108.0000,8123.0000,675368.0000,780480.0000
171,PP.DCE,2019/09/11,8118.0000,8148.0000,8090.0000,8124.0000,8119.0000,580058.0000,769844.0000
172,PP.DCE,2019/09/12,8122.0000,8155.0000,8020.0000,8081.0000,8085.0000,904734.0000,770722.0000
173,PP.DCE,2019/09/16,8380.0000,8398.0000,8221.0000,8353.0000,8310.0000,1115004.0000,694042.0000
174,PP.DCE,2019/09/17,8351.0000,8536.0000,8349.0000,8430.0000,8415.0000,1396470.0000,699686.0000
175,PP.DCE,2019/09/18,8425.0000,8439.0000,8246.0000,8299.0000,8311.0000,1108310.0000,670606.0000
176,PP.DCE,2019/09/19,8289.0000,8329.0000,8192.0000,8194.0000,8268.0000,938080.0000,695002.0000
177,PP.DCE,2019/09/20,8223.0000,8254.0000,8172.0000,8221.0000,8216.0000,708878.0000,691208.0000
178,PP.DCE,2019/09/23,8231.0000,8315.0000,8231.0000,8261.0000,8262.0000,769914.0000,702650.0000
179,PP.DCE,2019/09/24,8252.0000,8300.0000,8241.0000,8274.0000,8265.0000,603996.0000,684014.0000
180,PP.DCE,2019/09/25,8273.0000,8318.0000,8235.0000,8269.0000,8270.0000,706954.0000,658826.0000
181,PP.DCE,2019/09/26,8282.0000,8282.0000,8177.0000,8240.0000,8226.0000,834236.0000,636332.0000
182,PP.DCE,2019/09/27,8225.0000,8249.0000,8133.0000,8147.0000,8187.0000,559548.0000,619618.0000
183,PP.DCE,2019/09/30,8110.0000,8215.0000,8110.0000,8183.0000,8160.0000,486102.0000,576092.0000
184,PP.DCE,2019/10/08,8130.0000,8160.0000,8025.0000,8120.0000,8084.0000,482758.0000,589432.0000
185,PP.DCE,2019/10/09,8109.0000,8198.0000,8097.0000,8130.0000,8130.0000,554110.0000,619720.0000
186,PP.DCE,2019/10/10,8136.0000,8146.0000,8088.0000,8121.0000,8122.0000,556080.0000,636774.0000
187,PP.DCE,2019/10/11,8121.0000,8185.0000,8115.0000,8162.0000,8149.0000,691024.0000,640108.0000
188,PP.DCE,2019/10/14,8170.0000,8279.0000,8152.0000,8262.0000,8228.0000,793744.0000,695118.0000
189,PP.DCE,2019/10/15,8248.0000,8255.0000,8143.0000,8194.0000,8208.0000,626164.0000,667144.0000
190,PP.DCE,2019/10/16,8205.0000,8219.0000,8095.0000,8100.0000,8165.0000,683180.0000,671232.0000
191,PP.DCE,2019/10/17,8100.0000,8123.0000,8013.0000,8075.0000,8058.0000,854426.0000,713468.0000
192,PP.DCE,2019/10/18,8073.0000,8130.0000,8028.0000,8113.0000,8072.0000,668024.0000,702682.0000
193,PP.DCE,2019/10/21,8120.0000,8130.0000,7991.0000,8030.0000,8053.0000,754788.0000,691884.0000
194,PP.DCE,2019/10/22,8030.0000,8054.0000,7965.0000,8044.0000,8014.0000,839036.0000,715886.0000
195,PP.DCE,2019/10/23,8094.0000,8100.0000,8047.0000,8063.0000,8073.0000,736898.0000,690696.0000
196,PP.DCE,2019/10/24,8054.0000,8126.0000,8041.0000,8114.0000,8092.0000,621858.0000,680468.0000
197,PP.DCE,2019/10/25,8128.0000,8184.0000,8082.0000,8085.0000,8130.0000,763714.0000,641466.0000
198,PP.DCE,2019/10/28,8085.0000,8100.0000,8007.0000,8028.0000,8053.0000,710090.0000,671762.0000
199,PP.DCE,2019/10/29,8028.0000,8038.0000,7945.0000,7973.0000,7983.0000,754866.0000,686132.0000
200,PP.DCE,2019/10/30,7961.0000,7998.0000,7950.0000,7975.0000,7978.0000,539002.0000,679992.0000
201,PP.DCE,2019/10/31,7981.0000,8029.0000,7931.0000,7944.0000,7967.0000,636936.0000,691986.0000
202,PP.DCE,2019/11/01,7930.0000,7965.0000,7835.0000,7965.0000,7895.0000,1023524.0000,654168.0000
203,PP.DCE,2019/11/04,7957.0000,8008.0000,7924.0000,8005.0000,7965.0000,646112.0000,655974.0000
204,PP.DCE,2019/11/05,8019.0000,8048.0000,7972.0000,8022.0000,8013.0000,663174.0000,643932.0000
205,PP.DCE,2019/11/06,8022.0000,8060.0000,7986.0000,8008.0000,8016.0000,638034.0000,629276.0000
206,PP.DCE,2019/11/07,8003.0000,8034.0000,7973.0000,7988.0000,8007.0000,678814.0000,640978.0000
207,PP.DCE,2019/11/08,8013.0000,8080.0000,7957.0000,7982.0000,8007.0000,932694.0000,642636.0000
208,PP.DCE,2019/11/11,7987.0000,7988.0000,7908.0000,7913.0000,7943.0000,689268.0000,633112.0000
209,PP.DCE,2019/11/12,7906.0000,8020.0000,7903.0000,8019.0000,7965.0000,765182.0000,640244.0000
210,PP.DCE,2019/11/13,8036.0000,8050.0000,7941.0000,7960.0000,7999.0000,722416.0000,608466.0000
211,PP.DCE,2019/11/14,7951.0000,7993.0000,7912.0000,7954.0000,7952.0000,645378.0000,592976.0000
212,PP.DCE,2019/11/15,7960.0000,7972.0000,7860.0000,7860.0000,7908.0000,801116.0000,601316.0000
213,PP.DCE,2019/11/18,7860.0000,7899.0000,7827.0000,7879.0000,7864.0000,609286.0000,601292.0000
214,PP.DCE,2019/11/19,7880.0000,7893.0000,7815.0000,7856.0000,7860.0000,554492.0000,590792.0000
215,PP.DCE,2019/11/20,7849.0000,7925.0000,7812.0000,7888.0000,7863.0000,615176.0000,567526.0000
216,PP.DCE,2019/11/21,7900.0000,7944.0000,7864.0000,7941.0000,7893.0000,476312.0000,545408.0000
217,PP.DCE,2019/11/22,7941.0000,7996.0000,7896.0000,7956.0000,7947.0000,672636.0000,490890.0000
218,PP.DCE,2019/11/25,7960.0000,8038.0000,7937.0000,8034.0000,7981.0000,537820.0000,481904.0000
219,PP.DCE,2019/11/26,8034.0000,8044.0000,7981.0000,7993.0000,8012.0000,518626.0000,488294.0000
220,PP.DCE,2019/11/27,7993.0000,8094.0000,7991.0000,8016.0000,8049.0000,639598.0000,479632.0000
221,PP.DCE,2019/11/28,8021.0000,8041.0000,7988.0000,8019.0000,8014.0000,429808.0000,454502.0000
222,PP.DCE,2019/11/29,8028.0000,8077.0000,8015.0000,8072.0000,8054.0000,514088.0000,464132.0000
223,PP.DCE,2019/12/02,8070.0000,8126.0000,8033.0000,8121.0000,8086.0000,569270.0000,468780.0000
224,PP.DCE,2019/12/03,8130.0000,8199.0000,8111.0000,8148.0000,8153.0000,602022.0000,463018.0000
225,PP.DCE,2019/12/04,8137.0000,8154.0000,8079.0000,8084.0000,8113.0000,476754.0000,435078.0000
226,PP.DCE,2019/12/05,8104.0000,8107.0000,8050.0000,8052.0000,8080.0000,391744.0000,411290.0000
227,PP.DCE,2019/12/06,7658.0000,7710.0000,7640.0000,7684.0000,7677.0000,242454.0000,465596.0000
228,PP.DCE,2019/12/09,7670.0000,7786.0000,7635.0000,7635.0000,7722.0000,440300.0000,483000.0000
229,PP.DCE,2019/12/10,7642.0000,7678.0000,7620.0000,7647.0000,7647.0000,307086.0000,508112.0000
230,PP.DCE,2019/12/11,7647.0000,7662.0000,7535.0000,7549.0000,7596.0000,536260.0000,552802.0000
231,PP.DCE,2019/12/12,7549.0000,7577.0000,7528.0000,7556.0000,7551.0000,513514.0000,584268.0000
232,PP.DCE,2019/12/13,7557.0000,7621.0000,7517.0000,7557.0000,7565.0000,679044.0000,590268.0000
233,PP.DCE,2019/12/16,7562.0000,7614.0000,7547.0000,7601.0000,7584.0000,604962.0000,589194.0000
234,PP.DCE,2019/12/17,7612.0000,7620.0000,7521.0000,7525.0000,7561.0000,758268.0000,662622.0000
235,PP.DCE,2019/12/18,7525.0000,7550.0000,7463.0000,7464.0000,7514.0000,738246.0000,711856.0000
236,PP.DCE,2019/12/19,7469.0000,7520.0000,7442.0000,7514.0000,7482.0000,701764.0000,678318.0000
237,PP.DCE,2019/12/20,7520.0000,7552.0000,7510.0000,7521.0000,7527.0000,597352.0000,659240.0000
238,PP.DCE,2019/12/23,7522.0000,7544.0000,7472.0000,7532.0000,7510.0000,575764.0000,669600.0000
239,PP.DCE,2019/12/24,7532.0000,7540.0000,7481.0000,7496.0000,7505.0000,504696.0000,677872.0000
